RoadType,SpeedLimit,NodeID,x,y
trunk,40,1763601223,1.3796104,51.3358443
trunk,40,423442,1.389895,51.334607
trunk,40,423447,1.3902601,51.3344974
trunk,40,300615145,1.3901943,51.3342082
primary,40,1607646455,1.3917371,51.3344115
primary,40,1607646425,1.3933187,51.334007
primary,40,245946327,1.3944967,51.3336504
primary,30,1525333653,1.3975026,51.3343065
residential,30,423510,1.4231421,51.3326871
residential,30,3517774735,1.4230847,51.3327975
secondary,30,1519569785,1.4227745,51.3326598
secondary,30,423511,1.4236717,51.3328296
secondary,30,29030008,1.4244551,51.3338151
secondary,30,423526,1.4262633,51.334764
secondary,30,1607681671,1.4262634,51.3346399
secondary,30,423528,1.4266729,51.3351359
secondary,30,1607681674,1.4270315,51.3353533
residential,30,423530,1.4273976,51.3355795
residential,30,423531,1.4279331,51.3359019
secondary,30,1607681679,1.4273119,51.335528
secondary,30,423534,1.4265644,51.3360415
residential,30,423533,1.4285842,51.3363192
residential,30,8226144647,1.4275036,51.3361789
footway,No data,29058270,1.4282098,51.3357227
residential,30,8226144648,1.4281461,51.3365743
footway,No data,1566288876,1.4288074,51.3361452
secondary,30,423535,1.4252069,51.3366742
secondary,30,423536,1.4247472,51.3369169
residential,30,308295770,1.4256823,51.3376737
secondary,30,307623905,1.4243239,51.337157
primary,30,423538,1.4230347,51.3377735
primary,30,8975198164,1.4228904,51.3377931
primary,30,308282923,1.4238547,51.3385682
secondary,30,307623904,1.4236926,51.3375825
residential,30,423542,1.4246084,51.339132
primary,30,308282914,1.4246473,51.3391639
primary,30,307623903,1.4243402,51.3389343
primary,30,423544,1.4261855,51.34064
primary,30,308282911,1.4260085,51.3404616
primary,30,308282907,1.4266804,51.3411863
footway,No data,423547,1.4317213,51.3384349
residential,30,1566288951,1.4323079,51.3391278
residential,30,29058264,1.4313152,51.338108
primary,30,423559,1.4270224,51.3433543
primary,30,423560,1.4273188,51.344396
primary,30,308282898,1.4269915,51.3431248
residential,30,1607681896,1.4266403,51.3434222
primary,30,8975078468,1.4274167,51.3447441
tertiary,30,423562,1.4303793,51.3426119
tertiary,30,29029352,1.4304808,51.3429298
tertiary,30,29029385,1.4302253,51.3421384
residential,30,308311250,1.4302357,51.3429322
tertiary,30,1579287267,1.4309565,51.3444328
tertiary,30,29029351,1.4308465,51.3440972
tertiary,30,29029380,1.4297712,51.3445855
primary,30,423565,1.4275146,51.34507
primary,30,307454643,1.4276111,51.3454084
tertiary,30,1837656523,1.4287038,51.344823
tertiary,40,423671,1.3887678,51.3578989
primary,40,8243084927,1.3890546,51.3578421
service,No data,423678,1.3901091,51.3593052
service,No data,336131790,1.390252,51.3592303
service,No data,336359954,1.3902222,51.3591904
service,No data,2046481054,1.3904111,51.3588507
primary,40,424809,1.3842545,51.3450331
service,No data,424815,1.3846542,51.3459177
service,No data,1607646792,1.3847498,51.3458939
residential,20,424816,1.3853958,51.3474314
residential,20,36495250,1.3854803,51.3474171
primary,40,424817,1.3858612,51.3484508
unclassified,30,424825,1.3861415,51.352859
unclassified,30,6805519800,1.3849896,51.3528766
tertiary,30,5257308125,1.3867691,51.3541513
tertiary,30,8243084939,1.3862152,51.3525416
footway,No data,8934124867,1.4198885,51.3304136
primary,30,28254324,1.4001776,51.3360398
primary,30,245946332,1.4004053,51.3362609
primary,30,36136488,1.3997402,51.3354124
residential,30,300612585,1.4008617,51.3357931
tertiary,30,28254338,1.4146009,51.3365963
tertiary,30,300925067,1.4150231,51.3363883
tertiary,30,300918704,1.4143681,51.3367103
unclassified,30,7930876075,1.4133482,51.3357165
tertiary,30,28254340,1.4168017,51.3354073
tertiary,30,300925081,1.4162619,51.3357342
residential,30,29029409,1.4173619,51.3357428
tertiary,30,29029288,1.4171039,51.3352092
tertiary,30,28254341,1.4180302,51.3346685
tertiary,30,29029289,1.4178476,51.3347851
residential,30,1200011068,1.4211404,51.3360616
residential,30,29029445,1.4267567,51.3380241
residential,30,1607681688,1.429278,51.3367598
residential,30,1779290257,1.4284101,51.3371566
secondary,40,29028359,1.396955,51.3321336
secondary,40,300620347,1.3972432,51.3319786
secondary,40,577322198,1.3962704,51.3325417
secondary,40,29028360,1.397552,51.3318008
secondary,40,29028367,1.3992152,51.3308766
secondary,40,29028369,1.4005317,51.3300913
secondary,40,29028375,1.4025192,51.3294033
secondary,40,300398888,1.4026499,51.3293818
secondary,40,8393726197,1.4022017,51.3294762
tertiary,30,300636431,1.4017832,51.3293433
secondary,40,29028378,1.4054982,51.3294175
secondary,40,29028380,1.4058384,51.3294726
secondary,40,300398891,1.4040258,51.3292835
secondary,40,300398892,1.4066681,51.3296428
residential,30,9102007938,1.4080985,51.328882
residential,30,300627655,1.4064341,51.3278511
residential,30,300627640,1.4088532,51.3282681
residential,30,29028462,1.4091096,51.3285337
footway,No data,29028390,1.4100384,51.3275173
footway,No data,300657038,1.409294,51.3284674
footway,No data,29950650,1.4086988,51.3274469
footway,No data,29029250,1.4094099,51.3275212
footway,No data,559461429,1.4164192,51.3297777
residential,30,29028396,1.4109867,51.3288575
secondary,30,29028399,1.4119135,51.3291297
secondary,30,5864754992,1.4105494,51.3287576
secondary,30,29028400,1.4123597,51.3292332
residential,30,29031120,1.411995,51.3297333
secondary,30,3964088122,1.4128002,51.3293224
secondary,30,300938228,1.4135602,51.3293015
secondary,30,29028403,1.4139441,51.3291104
secondary,30,9102010155,1.4138327,51.3291881
secondary,30,1765206580,1.4159942,51.3296415
service,30,300933644,1.415047,51.3296843
unclassified,30,29028414,1.4191518,51.331968
unclassified,30,29029498,1.4188641,51.3322365
secondary,30,8226001424,1.4197757,51.332063
unclassified,30,29028419,1.4221713,51.332094
unclassified,30,559461496,1.4223275,51.3320732
unclassified,30,8226011249,1.421655,51.332172
unclassified,30,29028421,1.4231778,51.332025
unclassified,30,29028425,1.4234094,51.3320871
footway,No data,559461508,1.4232377,51.3318101
unclassified,30,5423331143,1.4240346,51.3323417
unclassified,30,29028434,1.4273052,51.33468
unclassified,30,29028435,1.428008,51.3351223
unclassified,30,1519569980,1.4269607,51.3344663
residential,30,29028437,1.4291535,51.3358845
unclassified,30,29028438,1.429501,51.3361079
unclassified,30,10736634698,1.4296937,51.3362298
residential,30,29028440,1.4334212,51.339976
residential,30,29028441,1.4330378,51.3396505
footway,No data,1566288971,1.4333701,51.3395221
footway,No data,4570186179,1.4331957,51.3395895
secondary,30,1579312440,1.4077991,51.3300173
tertiary,30,29028459,1.4080276,51.3300048
tertiary,30,300649169,1.4100562,51.3306509
residential,30,29028461,1.4087383,51.3290068
residential,30,8226587194,1.4082633,51.3289087
residential,30,29028683,1.3983128,51.3288588
tertiary,30,300629686,1.4003903,51.329183
tertiary,30,559461257,1.3980719,51.328798
residential,30,29028685,1.3981386,51.3274063
footway,No data,300628210,1.3982092,51.3262225
residential,30,300627671,1.4002942,51.3273345
residential,30,300627661,1.4043299,51.3275972
residential,30,1540957399,1.4042443,51.3275121
residential,30,29028699,1.4002975,51.3272447
residential,30,29028701,1.3981789,51.3272737
residential,30,300627677,1.3981359,51.3273284
tertiary,30,29028703,1.40769,51.330525
tertiary,30,1336927858,1.4077831,51.3303644
tertiary,30,300623612,1.4075341,51.3307485
residential,30,300649168,1.4096992,51.3311235
tertiary,30,29028704,1.4071524,51.3313502
tertiary,30,29028705,1.4066719,51.3320462
tertiary,30,7812018785,1.4066229,51.3321172
residential,30,10570929943,1.4025681,51.3308332
residential,30,29028713,1.4115627,51.3296404
tertiary,30,29028720,1.4149154,51.331979
tertiary,30,300651097,1.4138114,51.3317194
tertiary,30,29028721,1.4155931,51.3321324
residential,30,300933616,1.4150959,51.331759
tertiary,30,300933588,1.4159805,51.3322111
residential,30,7100936181,1.415291,51.3325979
tertiary,30,29028723,1.4170938,51.3325961
tertiary,30,29028724,1.4178004,51.3328443
tertiary,30,559461445,1.4168479,51.3324918
residential,30,7100949104,1.4171505,51.3334505
unclassified,30,300933582,1.4181243,51.332962
tertiary,30,300799268,1.412457,51.3373038
tertiary,30,300697236,1.4112221,51.3376849
tertiary,30,29029400,1.4127859,51.3384439
tertiary,30,300799062,1.4110281,51.3370702
tertiary,30,300925072,1.4155637,51.3360939
tertiary,30,300945875,1.4155859,51.3375463
tertiary,30,300944358,1.4174657,51.3350002
residential,30,10577244372,1.4168532,51.3350764
residential,30,6875968067,1.4173447,51.3345555
pedestrian,No data,4642522205,1.4234326,51.3315935
residential,30,29029376,1.4326249,51.3432875
tertiary,30,308311269,1.4307183,51.3436811
residential,30,29029381,1.4324597,51.3421844
residential,30,4438868052,1.4296429,51.3442775
footway,No data,29029383,1.4317884,51.3415125
tertiary,30,308301519,1.4301199,51.3417383
tertiary,30,29029386,1.4301116,51.3410974
tertiary,30,308301517,1.4301014,51.3412078
tertiary,30,29029387,1.4301118,51.3407612
tertiary,30,1607681743,1.4295802,51.340094
residential,30,1607681778,1.4310038,51.3408233
primary,30,29029401,1.4142722,51.3382944
primary,30,36136487,1.4112207,51.338428
primary,30,29029402,1.4144516,51.3385837
primary,30,29029405,1.414913,51.3382904
residential,30,300918701,1.4130538,51.3371017
primary,30,308326493,1.4145625,51.3387174
tertiary,30,5391125342,1.4152466,51.3378637
primary,30,308315438,1.4147083,51.338558
primary,30,308282945,1.415813,51.3383035
primary,30,29029408,1.4140593,51.3394575
primary,30,308282949,1.4141896,51.3392548
residential,30,308325237,1.414821,51.3411775
primary,30,308282948,1.4138639,51.3397081
residential,30,300944355,1.4180114,51.335356
residential,30,307491724,1.4204498,51.3374162
residential,30,300925857,1.4162109,51.3347681
residential,30,29029419,1.416477,51.3344375
footway,30,1769230659,1.4169725,51.3348009
residential,30,29029422,1.4181794,51.3337558
residential,30,7100949106,1.4183702,51.3337223
pedestrian,30,300926688,1.4187661,51.3332312
pedestrian,30,300926693,1.4186586,51.3336127
residential,30,29029425,1.4191701,51.3339402
residential,30,29029500,1.4202503,51.3340759
residential,30,983146641,1.4200609,51.3345644
residential,30,983146642,1.4190616,51.3350036
residential,30,1779062722,1.41943,51.3351516
residential,30,1779062680,1.4197924,51.3349881
residential,30,29029432,1.4199638,51.335563
residential,30,29029434,1.4207647,51.3351997
footway,30,1779210977,1.4210359,51.335443
residential,30,29029438,1.4212089,51.3360272
service,30,29029443,1.4209381,51.3357927
tertiary,30,308313111,1.4281958,51.3391738
residential,30,29029448,1.4289091,51.3396016
residential,30,29029449,1.4293355,51.3393937
tertiary,30,308313066,1.4294663,51.3399934
tertiary,30,308301510,1.4282314,51.3391956
residential,30,7192629594,1.4273769,51.336276
service,No data,29029471,1.4297004,51.3366351
unclassified,30,29961868,1.4264218,51.3346284
unclassified,30,1519569943,1.4266773,51.3342735
unclassified,30,4570186180,1.418538,51.3325042
service,30,8226027727,1.4187809,51.3321844
pedestrian,30,29033165,1.4199563,51.3337933
residential,30,307493594,1.4221797,51.3361967
residential,30,9009852750,1.4225827,51.3359718
residential,30,29029505,1.4222554,51.3363686
residential,30,8975293978,1.4223952,51.3367117
residential,30,1200010847,1.4229985,51.33714
residential,30,983149046,1.4226322,51.3372172
residential,30,8975293975,1.4235357,51.3364627
residential,30,29029983,1.424046,51.3353925
residential,30,29030005,1.4237805,51.3357272
residential,30,29029980,1.4247475,51.3354854
residential,30,29029981,1.4235316,51.3347474
footway,30,1779290025,1.4231658,51.3344429
residential,30,29029987,1.4229402,51.3359175
residential,30,1779290178,1.4226014,51.3359668
residential,30,9009868847,1.4227952,51.3357916
service,30,9009852806,1.4234331,51.3360893
residential,30,1779290170,1.4221327,51.3353578
residential,30,9009868854,1.4226154,51.3351732
residential,30,1779290148,1.4224168,51.3352537
residential,30,9009868821,1.4232865,51.3351998
footway,No data,4567908516,1.4235509,51.3358117
residential,30,29030016,1.4205076,51.3335736
footway,No data,29033166,1.4197416,51.3335888
residential,30,1779289902,1.4214314,51.3342447
residential,30,29030018,1.4217808,51.3343453
residential,30,29030019,1.4221784,51.3344435
residential,30,1779290090,1.4225477,51.3347475
footway,No data,29030195,1.4228492,51.3341222
residential,30,29030196,1.4230099,51.3342869
footway,30,1779289879,1.4226989,51.3339001
residential,30,29030200,1.4208797,51.3323843
residential,30,29030201,1.4206617,51.3324901
secondary,30,3517774725,1.4219284,51.33262
pedestrian,30,300926675,1.4198847,51.3332576
residential,30,4567898666,1.4216209,51.3329314
unclassified,30,29030277,1.4190112,51.3329171
unclassified,30,29030278,1.4195734,51.3324495
unclassified,30,5901401484,1.4191538,51.3327958
residential,30,1336927793,1.4063837,51.3277604
residential,30,29031075,1.4065204,51.3277776
residential,30,3964088123,1.4120709,51.3303523
primary,30,29057761,1.414335,51.3390241
primary,30,10570926188,1.4142702,51.3391258
residential,30,8308753843,1.4072737,51.3404276
service,No data,29057768,1.4065228,51.3404277
service,No data,6640465988,1.4064418,51.340462
residential,30,8308753837,1.4065943,51.3404726
residential,30,300700015,1.4064629,51.3402476
service,No data,29057770,1.4062413,51.3407948
footway,No data,5629985054,1.4063958,51.340769
cycleway,No data,29058265,1.4315605,51.3379221
footway,No data,1566288879,1.4320499,51.3382466
cycleway,No data,1607681686,1.4295358,51.3366386
cycleway,No data,29058272,1.4276111,51.3353457
cycleway,No data,1607681673,1.427259,51.3352002
cycleway,No data,29799014,1.3814496,51.3332503
cycleway,No data,1601422430,1.3798217,51.3328028
unclassified,60,8299968511,1.381653,51.3333007
tertiary,30,29799025,1.3917745,51.3311423
tertiary,30,300616696,1.3918514,51.3312651
tertiary,30,7976743823,1.3914688,51.3304252
unclassified,10,7941660089,1.3886667,51.3314101
tertiary,30,29950591,1.3911186,51.3295327
tertiary,30,29950592,1.3907033,51.3287445
tertiary,30,29950593,1.3905833,51.3283278
tertiary,30,998165156,1.3908176,51.327786
tertiary,30,29950596,1.3922165,51.3271646
tertiary,30,8395514042,1.3922807,51.3271633
tertiary,30,8211174158,1.3914845,51.3272541
cycleway,No data,29950597,1.3964571,51.3283532
cycleway,No data,1094280549,1.3962937,51.3269498
tertiary,30,11553992138,1.3957218,51.3281111
cycleway,No data,29950644,1.4013325,51.3266285
cycleway,No data,8860759815,1.4017357,51.3266601
cycleway,No data,1094315478,1.4002982,51.32661
footway,No data,1540971536,1.401294,51.3272846
cycleway,No data,1336927927,1.4067382,51.3271474
footway,No data,1519570019,1.4263919,51.3345631
primary,30,36136478,1.4027352,51.3519117
primary,30,313876609,1.4028648,51.3517654
primary,30,8635874621,1.4024789,51.3522084
residential,30,8635874620,1.4025369,51.3517282
primary,30,36136480,1.4059831,51.3482062
primary,30,983154278,1.4063851,51.3477277
primary,30,300714097,1.4054676,51.3487986
residential,30,308352065,1.4074824,51.3480552
residential,30,36136483,1.4098102,51.3429999
primary,30,10710076973,1.4101525,51.3427851
primary,30,1579312813,1.4089933,51.3438219
tertiary,30,36136484,1.4105009,51.3424891
tertiary,30,10570928539,1.4111642,51.3426451
primary,30,308325255,1.4106241,51.3423625
residential,30,9174587810,1.4098607,51.3419506
primary,30,36136486,1.4135321,51.3399808
primary,30,1779063397,1.413719,51.3398407
primary,30,1779063411,1.4130118,51.3403
residential,30,1779063449,1.4136084,51.3407411
primary,30,8225951263,1.4098697,51.3381814
primary,30,300613512,1.3995535,51.3352447
residential,20,36495465,1.391987,51.3429677
residential,20,36495207,1.3914511,51.3426184
residential,30,36495210,1.3987913,51.3443848
secondary,30,36495425,1.3988909,51.3436244
secondary,30,7936391461,1.3986949,51.3448535
residential,20,1579291597,1.3894736,51.3454334
primary,30,36495217,1.4056799,51.3381527
primary,30,36495335,1.4059029,51.3381833
tertiary,30,5391125360,1.405449,51.3378557
primary,30,1353693106,1.4047477,51.3379831
primary,30,36495225,1.4045088,51.3379498
primary,30,300400107,1.404592,51.3379609
primary,30,7019084240,1.4038282,51.3378064
cycleway,No data,300393969,1.3856412,51.3475218
tertiary,30,36495256,1.405509,51.3345596
tertiary,30,993495767,1.4053013,51.335247
tertiary,30,300398876,1.4059018,51.3336608
residential,30,300643018,1.406629,51.3356439
residential,20,8283855239,1.3926192,51.3426668
residential,20,6840791153,1.3922797,51.3424445
residential,20,6840791152,1.3922472,51.342803
residential,30,36495260,1.398581,51.3455427
secondary,30,300701451,1.3986616,51.34596
secondary,30,8283855169,1.3985804,51.3455005
residential,30,36495272,1.399716,51.3424872
residential,30,8283855215,1.3993602,51.3424008
secondary,30,6555896165,1.3999497,51.3422354
secondary,30,300701456,1.3994628,51.3426682
tertiary,30,36495274,1.3998965,51.3490222
tertiary,30,300716659,1.400078,51.3490244
secondary,30,8243320029,1.3997884,51.3488725
secondary,30,8283855338,1.4000181,51.3491909
residential,20,8283855337,1.3997264,51.3490204
residential,20,8236014163,1.3917862,51.345692
residential,20,8243084873,1.3859535,51.3473211
residential,20,300393976,1.3857509,51.3475032
residential,30,36495295,1.4053627,51.3375816
tertiary,30,300398872,1.4054536,51.3368267
residential,20,1353690999,1.3938917,51.345559
tertiary,30,36495298,1.4049678,51.335994
footway,30,300609250,1.4037329,51.3359945
tertiary,30,8397302277,1.4050939,51.3363567
service,No data,36495437,1.3876743,51.3447244
residential,20,36495307,1.3976439,51.3490196
residential,20,300394017,1.3969961,51.3489416
steps,No data,1353690917,1.3978153,51.3484684
residential,20,36495462,1.3983815,51.3490514
bridleway,No data,36495319,1.3989011,51.3407789
bridleway,No data,8283855225,1.3987431,51.3409838
residential,30,8283855223,1.4003779,51.3412263
residential,30,8283855227,1.3989881,51.3405718
residential,30,36495332,1.3994756,51.3484699
residential,30,1456560068,1.4007736,51.348086
secondary,30,300712962,1.3991485,51.3478275
primary,30,307487007,1.4072148,51.3382966
residential,30,8945328624,1.4063201,51.3398128
residential,30,36495350,1.3986626,51.344979
residential,20,36495353,1.3896213,51.3438305
residential,20,1579291583,1.3894961,51.3444078
tertiary,30,36495386,1.4063789,51.3326776
secondary,30,36495395,1.4007804,51.3413482
secondary,30,1335957988,1.4009872,51.3411228
secondary,30,300701447,1.4004173,51.3417445
residential,30,8283855229,1.4004128,51.3412368
bridleway,No data,36495402,1.3985878,51.3411852
bridleway,No data,8283855221,1.3984307,51.3413759
residential,30,8283855219,1.4000237,51.3416242
secondary,30,5391125384,1.4016064,51.3385104
secondary,30,6709987646,1.4020705,51.3387083
secondary,30,8329355282,1.4022076,51.3375945
secondary,30,300701450,1.3989426,51.3433967
residential,20,2311885718,1.391678,51.3460033
residential,20,10181633523,1.3983117,51.3488341
service,No data,8283841598,1.3981568,51.3492397
residential,20,300602560,1.3994083,51.3490676
residential,20,2019632368,1.3920594,51.3429201
service,No data,8306558548,1.3839865,51.3435541
secondary,30,177344832,1.3955713,51.3397209
secondary,30,300406978,1.3918537,51.3405368
secondary,30,300606743,1.3962016,51.3395791
secondary,30,177344835,1.4005073,51.3387102
secondary,30,5880227497,1.4006977,51.3386774
service,No data,300505239,1.4002926,51.3381755
secondary,30,300397308,1.399635,51.3388658
service,No data,364161656,1.4096409,51.327114
residential,30,245946320,1.393665,51.3324287
tertiary,30,245946323,1.3942483,51.3335873
tertiary,30,6715178176,1.392408,51.3316967
primary,30,245946331,1.3993201,51.3351478
primary,30,307487327,1.3981417,51.3345702
primary,30,6560992995,1.4005547,51.3363585
service,No data,256722162,1.429239,51.3456015
residential,30,256722164,1.4276996,51.3457393
residential,30,1579287273,1.4312173,51.3452628
cycleway,No data,300393970,1.3858759,51.3480345
footway,No data,1579295439,1.3859534,51.3480251
residential,20,8165774633,1.3857709,51.3475547
cycleway,No data,300393987,1.3919861,51.3486882
cycleway,No data,1353691056,1.3914201,51.3487347
cycleway,No data,300393999,1.3921999,51.34879
cycleway,No data,559461308,1.3920529,51.3495271
residential,20,1353690988,1.3913745,51.3486819
cycleway,No data,300393988,1.3922904,51.3487913
cycleway,No data,300394005,1.3946237,51.3489239
unclassified,5,300393998,1.3922068,51.3486904
residential,20,1353690838,1.3945765,51.348719
unclassified,5,1353690907,1.3921511,51.3495516
cycleway,No data,1353691035,1.3949343,51.3489282
steps,No data,1353690896,1.3971001,51.3484538
residential,20,300504955,1.3967553,51.3484958
residential,20,1353690842,1.3962653,51.3488627
residential,20,300394090,1.3956001,51.3484529
residential,20,8283841588,1.3959336,51.348824
residential,20,11324079896,1.3950398,51.3487244
residential,20,6990613284,1.3921481,51.3483646
residential,20,6990613485,1.3911473,51.3483333
residential,20,1336030680,1.3869368,51.3482263
residential,20,1336030842,1.3862593,51.347228
residential,20,1336030435,1.3866323,51.3473074
residential,20,1579291588,1.3894779,51.3446374
residential,20,1579291590,1.3894618,51.3448691
residential,20,300394055,1.3927025,51.3427024
residential,20,1353690923,1.3928245,51.3427552
bridleway,No data,1335958018,1.3975653,51.3419696
bridleway,No data,300394079,1.3982683,51.3415731
residential,30,8283855214,1.3996647,51.3420027
bridleway,No data,8283855217,1.3980083,51.3417492
residential,20,300404358,1.3921782,51.3481327
residential,20,300708682,1.3951675,51.3476011
residential,20,300504950,1.3957615,51.3478521
residential,20,300394089,1.3955833,51.3483216
secondary,30,7032833206,1.3983219,51.3391434
residential,30,983152484,1.4059394,51.3367519
